pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
3690358925.jpg#3r1e,entailment,Girl plays with colorful letters on the floor.,The girl is having fun learning her letters.,A girl who is playing with letters is having fun learning with them., Girl *plays* with colorful *letters* on the floor., The girl is having *fun* *learning* her letters.,"1,4","4,5",Girl plays with colorful letters on the floor is the same as girl having fun learning her letters as playing means having fun., *Girl* *plays* with colorful letters on the floor., The girl is having *fun* learning her letters.,"0,1",4,A girl and Girls use letters to learn and play., *Girl* plays with colorful *letters* on the floor., The *girl* is having fun learning her *letters.*,"0,4","1,7"
316476409.jpg#0r1e,entailment,Two men are cooking food together on the corner of the street.,The men are making something to eat.,"""Making something to eat"" is a definition of cooking.", Two men are *cooking* food together on the corner of the street., The men are *making* *something* *to* *eat.*,3,"3,4,5,6","If you are cooking food, your end goal is making something to eat.", Two men are *cooking* *food* together on the corner of the street., The men are *making* *something* *to* *eat.*,"3,4","3,4,5,6",Cooking food is the same as making something to eat., Two men are *cooking* *food* together on the corner of the street., The men are making *something* *to* *eat.*,"3,4","4,5,6"
316476409.jpg#0r1n,neutral,Two men are cooking food together on the corner of the street.,The two men are cooking food for the block party.,Food can be cooked for things other than a block party.,Two men are cooking food together on the corner of the street., The two men are cooking food *for* *the* *block* *party.*,{},"6,7,8,9",Just because men are cooking food on the corner of a street doesn't mean they must be cooking for a block party.,Two men are cooking food together on the corner of the street., The two men are cooking food for the *block* *party.*,{},"8,9",Just because men are cooking on the street it does not mean they are cooking for the block party.,Two men are cooking food together on the corner of the street., The two *men* are *cooking* *food* *for* *the* *block* *party.*,{},"8,9,5,6,4,2,7"
316476409.jpg#0r1c,contradiction,Two men are cooking food together on the corner of the street.,The two men are running in a race.,The two men cannot be cooking and running at the same time.,*Two* *men* are *cooking* food together on the corner of the street.,The *two* *men* are *running* in a race.,"0,1,3","1,2,4",The two men cannot run in a race and cook food,Two men are *cooking* *food* together on the corner of the street.,The two men are *running* *in* *a* *race.*,"3,4","4,5,6,7",The men cannot obviously be running and cooking simultaneously.,Two men are *cooking* food together on the corner of the street.,The two men are *running* in a race.,3,4
1307094208.jpg#4r1c,contradiction,A man wandering in the desert as the clouds roll in.,A man fights dead mummy's who magically came alive in the desert.,Wandering in the desert is a different activity than it would be to fight dead mummy's.,A man *wandering* *in* *the* *desert* as the clouds roll in.,A man *fights* *dead* *mummy's* who magically came alive in the desert.,"2,3,4,5","2,3,4","Answer: Either the man is wandering in the desert or fights with dead mummy,s",A man *wandering* in the desert as the clouds roll in.,A man *fights* dead mummy's who magically came alive in the desert.,2,2,A man cannot be wandering in the desert and while he fights dead mummy's simultaneously.,A man *wandering* in the *desert* as the clouds roll in.,A man *fights* *dead* *mummy's* who magically came alive in the desert.,"5,2","2,3,4"
1307094208.jpg#4r1e,entailment,A man wandering in the desert as the clouds roll in.,A man wonders in the desert.,Wondering is same meaning with wandering., A man *wandering* in the desert as the clouds roll in., A man *wonders* in the desert.,2,2,"Wonders may be a typo, but nevertheless a man wandering in the desert is another way to say a man wonders/wanders in the desert.", A man *wandering* in the *desert* as the clouds roll in., A man *wonders* in the *desert.*,"2,5","2,5","The man wandering in the desert, is in the desert.", A man *wandering* *in* *the* *desert* as the clouds roll in., A man wonders *in* the *desert.*,"2,3,4,5","5,3"
1307094208.jpg#4r1n,neutral,A man wandering in the desert as the clouds roll in.,A man and a camel wonder in the desert.,It isn't clear that there is a camel present as the man wanders.,A man wandering in the desert as the clouds roll in., A man and a *camel* wonder in the desert.,{},4,A man doesn't need a camel to wander the desert. Just because someone is wandering doesn't mean they must be in a state of wonder.,A man wandering in the desert as the clouds roll in., A man and a *camel* *wonder* in the desert.,{},"4,5",Just because a man is wandering in the desert it does not mean there is a camel with him.,A man wandering in the desert as the clouds roll in., A *man* and a *camel* *wonder* *in* *the* *desert.*,{},"4,5,7,8,6,1"
4717112737.jpg#3r1c,contradiction,A lady with bright orange hair walking in a crowd.,The woman is asleep.,Walking is contradictory to sleeping.,A lady with bright orange hair *walking* in a crowd.,The woman is *asleep.*,6,3,Walking in a crowd  means a woman is not asleep.,A lady with bright orange hair *walking* *in* *a* *crowd.*,The *woman* is *asleep.*,"6,7,8,9","3,1",The woman cannot be both walking and asleep.,A lady with bright orange hair *walking* in a crowd.,The woman is *asleep.*,6,3
4717112737.jpg#3r1e,entailment,A lady with bright orange hair walking in a crowd.,A woman is near a group of people.,A lady is a woman.  A crowd is a group of people., A *lady* with bright orange hair walking in a *crowd.*, A *woman* is near a *group* *of* *people.*,"1,9","1,5,6,7",A lady is the same as a woman., A *lady* with bright orange hair walking in a crowd., A *woman* is near a group of people.,1,1,"Lady is a woman, and group of people is a crowd.", A *lady* with bright orange hair walking in a *crowd.*, A *woman* is near a *group* *of* *people.*,"1,9","1,5,6,7"
4717112737.jpg#3r1n,contradiction,A lady with bright orange hair walking in a crowd.,The street performer is entertaining the tourists.,A street performer wouldn't be walking in a crowd during his or her act.,A lady with bright orange hair *walking* *in* *a* *crowd.*,The *street* *performer* is entertaining the tourists.,"6,7,8,9","1,2",A lady walking in a crowd or entertaining the tourists.,*A* *lady* with bright orange hair *walking* in a *crowd.*,The *street* *performer* is *entertaining* the tourists.,"6,9,1,0","1,2,4",One is either waking in a crowd or entertaining.,A lady with bright orange hair *walking* *in* *a* *crowd.*,The street performer is *entertaining* the tourists.,"6,7,8,9",4
4444092165.jpg#0r1n,neutral,"A white-haired man with a mustache and glasses in a business suit stands outside at a podium marked with the seal of the US House of Representatives, surrounded by many people, with a columned building behind him.",The man is getting ready to speak.,A man outside at a podium does not necessarily mean his is getting ready to speak.,"A white-haired man with a mustache and glasses in a business suit stands outside at a podium marked with the seal of the US House of Representatives, surrounded by many people, with a columned building behind him.", The man is *getting* *ready* *to* *speak.*,{},"3,4,5,6",Just because a person stands at a podium with other people surrounding him doesn't mean that the man must be getting ready to speak.,"A white-haired man with a mustache and glasses in a business suit stands outside at a podium marked with the seal of the US House of Representatives, surrounded by many people, with a columned building behind him.", The man is *getting* *ready* *to* *speak.*,{},"3,4,5,6",Just because a man is at  podium surrounded by many people it does not mean the man is getting ready to speak.,"A white-haired man with a mustache and glasses in a business suit stands outside at a podium marked with the seal of the US House of Representatives, surrounded by many people, with a columned building behind him.", The *man* *is* *getting* *ready* *to* *speak.*,{},"6,4,5,3,1,2"
4444092165.jpg#0r1c,contradiction,"A white-haired man with a mustache and glasses in a business suit stands outside at a podium marked with the seal of the US House of Representatives, surrounded by many people, with a columned building behind him.",The man is sitting in a chair inside.,Standing and sitting cannot be done simultaneously.," A white-haired man with a mustache and glasses in a business suit stands *outside* at a podium marked with the seal of the US House of Representatives, surrounded by many people, with a columned building behind him.",The man is *sitting* in a chair inside.,13,3,A man can't be outside and inside at the same time.," A white-haired man with a mustache and glasses in a business suit stands *outside* at a podium marked with the seal of the US House of Representatives, surrounded by many people, with a columned building behind him.",The man is sitting in a chair *inside.*,13,7,One cannot be standing and sitting at the same time. The man can be either outside or inside," A white-haired man with a mustache and glasses in a business suit *stands* *outside* at a podium marked with the seal of the US House of Representatives, surrounded by many people, with a columned building behind him.",The man is *sitting* in a chair *inside.*,"12,13","3,7"
